1000.0
182.0,14.0,42.0,40.0,50.0,154.0,4.0,408.0,232.0,506.0,8.0,405.0,4.0,4.0,1.0,417.0,424.0,267.0,216.0
7.0,338.0,7.0,177.0,8.0,290.0,8.0,73.0,78.0,1094.0,173.0,24.0,2.0,640.0,237.0,199.0,17.0
3.0,54.0,337.0,284.0,3.0,18.0,16.0,262.0,993.0,49.0,4.0,5.0,323.0,4.0,1.0,662.0,28.0,14.0,265.0,40.0
1.0,211.0,4.0,292.0,45.0,2.0,868.0,34.0,120.0,390.0,137.0,24.0,289.0,353.0,2.0,142.0,12.0,234.0,226.0,3.0
40.0,251.0,60.0,339.0,54.0,10.0,477.0,306.0,221.0,14.0,296.0,1.0,305.0,54.0,69.0,147.0,578.0,207.0,14.0,3.0
254.0,4.0,328.0,278.0,545.0,13.0,1.0,86.0,238.0,701.0,34.0,498.0,10.0,248.0,67.0,20.0,37.0,117.0,4.0
22.0,57.0,400.0,29.0,22.0,578.0,12.0,6.0,100.0,179.0,366.0,59.0,244.0,179.0,509.0,29.0,19.0,266.0,251.0
260.0,145.0,84.0,195.0,20.0,153.0,121.0,32.0,21.0,3.0,10.0,426.0,244.0,197.0,591.0,590.0,2.0,37.0,118.0,335.0
89.0,168.0,170.0,9.0,16.0,199.0,101.0,11.0,55.0,261.0,450.0,244.0,5.0,155.0,80.0,15.0,522.0,327.0,453.0,28.0,240.0
4.0,47.0,240.0,55.0,208.0,322.0,336.0,2.0,30.0,163.0,497.0,2.0,440.0,465.0,132.0,11.0,36.0,2.0,2.0,389.0,62.0,138.0
57.0,43.0,55.0,9.0,347.0,391.0,8.0,674.0,433.0,470.0,37.0,309.0,399.0,5.0,2.0,3.0,1.0,17.0,359.0,5.0
10.0,12.0,24.0,104.0,73.0,113.0,292.0,275.0,245.0,5.0,111.0,522.0,604.0,673.0,73.0,136.0,34.0,8.0,194.0
9.0,71.0,24.0,574.0,16.0,67.0,265.0,309.0,21.0,3.0,265.0,461.0,81.0,545.0,119.0,165.0,70.0,353.0,64.0,182.0,3.0
44.0,177.0,1.0,86.0,6.0,95.0,309.0,158.0,124.0,3.0,387.0,230.0,205.0,112.0,599.0,81.0,36.0,173.0,151.0,7.0,483.0,13.0,6.0,16.0,56.0,135.0,40.0
547.0,5.0,10.0,289.0,300.0,14.0,161.0,84.0,642.0,89.0,17.0,2.0,3.0,4.0,119.0,214.0,274.0,2.0,14.0,98.0,29.0,3.0,455.0,295.0
468.0,100.0,265.0,240.0,30.0,10.0,3.0,2.0,222.0,621.0,168.0,276.0,4.0,163.0,10.0,59.0,571.0,505.0
453.0,186.0,53.0,7.0,380.0,10.0,9.0,2.0,7.0,16.0,3.0,80.0,167.0,430.0,264.0,233.0,409.0,18.0,51.0,583.0,342.0
473.0,184.0,258.0,6.0,75.0,401.0,1.0,52.0,1.0,335.0,18.0,4.0,135.0,261.0,218.0,250.0,90.0,170.0,332.0,5.0,232.0,256.0
535.0,98.0,65.0,287.0,52.0,20.0,432.0,1.0,82.0,1.0,1.0,105.0,138.0,620.0,210.0,304.0,2.0,39.0,96.0,6.0,6.0,4.0,8.0,278.0,210.0
424.0,354.0,271.0,9.0,258.0,211.0,170.0,22.0,31.0,132.0,62.0,184.0,21.0,33.0,7.0,3.0,5.0,176.0,267.0,458.0,45.0,22.0,155.0,20.0,155.0,4.0,143.0
320.0,365.0,301.0,182.0,4.0,258.0,238.0,35.0,3.0,163.0,161.0,4.0,292.0,115.0,8.0,310.0,25.0,222.0,12.0,122.0,234.0,18.0,22.0,203.0,24.0,47.0,60.0
467.0,378.0,1.0,17.0,51.0,102.0,9.0,38.0,325.0,60.0,440.0,13.0,211.0,3.0,257.0,25.0,283.0,1.0,338.0,362.0,171.0,9.0,58.0,72.0,26.0
329.0,37.0,288.0,420.0,62.0,8.0,10.0,159.0,288.0,220.0,6.0,214.0,3.0,156.0,91.0,229.0,19.0,50.0,82.0,212.0,511.0,48.0,134.0,158.0
8.0,264.0,20.0,531.0,47.0,2.0,10.0,132.0,248.0,470.0,306.0,89.0,122.0,38.0,373.0,3.0,6.0,336.0,21.0,111.0,344.0,142.0,61.0,97.0,3.0
5.0,21.0,124.0,276.0,87.0,5.0,423.0,171.0,216.0,241.0,449.0,487.0,57.0,129.0,157.0,19.0,4.0,2.0,8.0,251.0,68.0,43.0,187.0,370.0,112.0,2.0
9.0,428.0,332.0,170.0,101.0,75.0,2.0,357.0,136.0,74.0,183.0,298.0,431.0,8.0,92.0,305.0,15.0,6.0,1.0,85.0,316.0,2.0,65.0,197.0,1.0,92.0
1.0,201.0,382.0,362.0,187.0,162.0,59.0,20.0,6.0,236.0,484.0,81.0,6.0,3.0,270.0,5.0,195.0,1.0,406.0,284.0,6.0,35.0,395.0
232.0,63.0,17.0,75.0,25.0,323.0,3.0,253.0,248.0,7.0,49.0,115.0,341.0,45.0,460.0,141.0,67.0,12.0,2.0,395.0,55.0,283.0,17.0,448.0,40.0
170.0,128.0,180.0,1.0,33.0,110.0,25.0,46.0,16.0,13.0,149.0,135.0,243.0,54.0,268.0,183.0,112.0,598.0,1.0,170.0,104.0,15.0,188.0,11.0,431.0,47.0,254.0,74.0
4.0,56.0,177.0,187.0,23.0,421.0,19.0,95.0,569.0,60.0,4.0,2.0,13.0,2.0,223.0,1.0,6.0,37.0,2.0,2.0,213.0,39.0,5.0,156.0,398.0,4.0,2.0,306.0,54.0,111.0,334.0,218.0
230.0,4.0,6.0,528.0,6.0,199.0,609.0,184.0,8.0,34.0,17.0,18.0,310.0,3.0,135.0,206.0,67.0,1.0,230.0,3.0,221.0,2.0,102.0,557.0,1.0,337.0
113.0,40.0,79.0,1.0,247.0,196.0,380.0,35.0,14.0,80.0,313.0,702.0,253.0,133.0,321.0,8.0,1.0,3.0,8.0,153.0,290.0,457.0
83.0,7.0,4.0,61.0,9.0,2.0,180.0,229.0,1.0,417.0,107.0,204.0,517.0,178.0,325.0,8.0,2.0,211.0,213.0,2.0,246.0,17.0,26.0,61.0,410.0,124.0,56.0,181.0
1.0,87.0,3.0,15.0,155.0,114.0,10.0,79.0,302.0,13.0,243.0,388.0,185.0,380.0,122.0,404.0,68.0,126.0,1.0,127.0,83.0,267.0,2.0,563.0,132.0
115.0,123.0,64.0,84.0,330.0,12.0,36.0,2.0,142.0,77.0,2.0,220.0,132.0,145.0,30.0,5.0,2.0,170.0,18.0,108.0,110.0,276.0,87.0,114.0,24.0,323.0,2.0,129.0,21.0,9.0,341.0,22.0,357.0,330.0
218.0,26.0,94.0,1.0,162.0,520.0,1.0,150.0,25.0,209.0,6.0,19.0,572.0,50.0,278.0,45.0,214.0,287.0,87.0,163.0,8.0,204.0,213.0,7.0,205.0,205.0,59.0,4.0,34.0
343.0,48.0,231.0,145.0,390.0,443.0,42.0,185.0,156.0,1.0,615.0,2.0,345.0,6.0,327.0,199.0,141.0,2.0,11.0,119.0,4.0,15.0,63.0,55.0,10.0,41.0
184.0,346.0,131.0,160.0,643.0,152.0,370.0,63.0,217.0,6.0,476.0,7.0,88.0,551.0,11.0,69.0,39.0,4.0,25.0,7.0,2.0,13.0,118.0,171.0,15.0,11.0,126.0,12.0,13.0
8.0,163.0,75.0,20.0,254.0,19.0,97.0,120.0,142.0,296.0,157.0,138.0,233.0,150.0,372.0,199.0,233.0,10.0,15.0,4.0,222.0,143.0,205.0,271.0,13.0,390.0,6.0,41.0,90.0
38.0,2.0,10.0,1.0,614.0,70.0,237.0,55.0,421.0,69.0,117.0,1.0,428.0,163.0,185.0,167.0,547.0,25.0,2.0,388.0,71.0,1.0,368.0
13.0,29.0,341.0,272.0,4.0,2.0,42.0,202.0,67.0,235.0,151.0,11.0,9.0,22.0,1.0,2.0,397.0,130.0,281.0,6.0,95.0,24.0,431.0,410.0,1.0,56.0,156.0,5.0,522.0
86.0,1.0,1.0,67.0,24.0,175.0,106.0,516.0,111.0,1.0,511.0,2.0,297.0,162.0,1.0,172.0,223.0,168.0,3.0,4.0,31.0,6.0,435.0,291.0,66.0,101.0,7.0,2.0,88.0,2.0,429.0
30.0,149.0,251.0,17.0,166.0,245.0,1.0,201.0,261.0,24.0,184.0,35.0,489.0,102.0,4.0,53.0,117.0,29.0,1.0,3.0,202.0,444.0,220.0,6.0,262.0,2.0,388.0,81.0,109.0
50.0,72.0,2.0,128.0,500.0,431.0,84.0,48.0,57.0,256.0,149.0,328.0,119.0,275.0,87.0,408.0,2.0,195.0,274.0,8.0,18.0,273.0,29.0,231.0,3.0,26.0,29.0,1.0
2.0,40.0,18.0,95.0,8.0,2.0,9.0,14.0,223.0,15.0,12.0,105.0,38.0,65.0,255.0,33.0,191.0,412.0,1.0,443.0,242.0,465.0,203.0,113.0,4.0,3.0,7.0,191.0,9.0,532.0,207.0,38.0,9.0,4.0,32.0
7.0,391.0,16.0,271.0,303.0,15.0,522.0,47.0,562.0,134.0,309.0,182.0,16.0,1.0,118.0,5.0,5.0,244.0,26.0,120.0,9.0,5.0,65.0,1.0,262.0,298.0,314.0,98.0
1.0,175.0,372.0,1.0,159.0,20.0,524.0,110.0,416.0,61.0,24.0,274.0,536.0,21.0,298.0,2.0,126.0,1.0,20.0,7.0,261.0,372.0,243.0,8.0
156.0,429.0,329.0,476.0,3.0,384.0,175.0,334.0,14.0,108.0,203.0,252.0,125.0,23.0,41.0,54.0,6.0,19.0,3.0,41.0,27.0,200.0,7.0,18.0,123.0,310.0,93.0,7.0,5.0,32.0
7.0,204.0,7.0,245.0,211.0,9.0,9.0,6.0,52.0,38.0,27.0,431.0,2.0,50.0,335.0,161.0,142.0,111.0,150.0,121.0,83.0,10.0,8.0,222.0,77.0,601.0,58.0,58.0,308.0,138.0,405.0,25.0,1.0
16.0,18.0,3.0,27.0,2.0,101.0,71.0,65.0,4.0,349.0,565.0,14.0,94.0,396.0,26.0,2.0,16.0,20.0,60.0,126.0,394.0,192.0,299.0,241.0,505.0,104.0,323.0,300.0
4.0,5.0,203.0,14.0,8.0,52.0,82.0,2.0,7.0,208.0,139.0,11.0,8.0,267.0,115.0,271.0,105.0,272.0,3.0,146.0,5.0,24.0,164.0,348.0,637.0,44.0,286.0,340.0,5.0,343.0,75.0
3.0,37.0,7.0,213.0,315.0,19.0,6.0,67.0,15.0,124.0,352.0,363.0,22.0,15.0,80.0,310.0,25.0,15.0,15.0,96.0,5.0,434.0,551.0,31.0,325.0,9.0,211.0,6.0,482.0
4.0,2.0,349.0,2.0,4.0,81.0,78.0,42.0,95.0,77.0,13.0,2.0,632.0,92.0,2.0,8.0,431.0,2.0,323.0,157.0,2.0,38.0,222.0,69.0,44.0,123.0,353.0,15.0,20.0,11.0,124.0,71.0,188.0,97.0,1.0,347.0,17.0,5.0
13.0,383.0,158.0,281.0,271.0,1.0,2.0,7.0,29.0,45.0,261.0,65.0,201.0,298.0,1.0,3.0,76.0,162.0,43.0,359.0,142.0,36.0,179.0,661.0,11.0,310.0,147.0,163.0
435.0,209.0,349.0,280.0,62.0,3.0,2.0,104.0,158.0,91.0,15.0,9.0,194.0,7.0,12.0,3.0,2.0,10.0,378.0,49.0,324.0,128.0,16.0,26.0,20.0,458.0,35.0,153.0,140.0,130.0,2.0,397.0
48.0,169.0,382.0,74.0,96.0,8.0,49.0,145.0,15.0,427.0,54.0,501.0,21.0,30.0,416.0,295.0,8.0,72.0,1.0,193.0,52.0,296.0,29.0,62.0,109.0,29.0,63.0,71.0,245.0,69.0,1.0,105.0,10.0,2.0,71.0
7.0,457.0,178.0,79.0,119.0,312.0,2.0,40.0,297.0,113.0,17.0,21.0,195.0,129.0,102.0,348.0,245.0,12.0,5.0,568.0,51.0,6.0,308.0,108.0,246.0,208.0
4.0,9.0,101.0,2.0,321.0,219.0,6.0,14.0,1.0,213.0,13.0,52.0,17.0,43.0,73.0,16.0,4.0,22.0,343.0,112.0,86.0,52.0,138.0,269.0,213.0,35.0,117.0,32.0,230.0,134.0,411.0,501.0,305.0
237.0,109.0,18.0,1.0,50.0,4.0,189.0,207.0,3.0,396.0,285.0,116.0,176.0,463.0,74.0,36.0,410.0,15.0,73.0,6.0,1.0,33.0,6.0,142.0,192.0,11.0,243.0,85.0,247.0,63.0,36.0,4.0,160.0,1.0,113.0
229.0,1.0,14.0,3.0,359.0,55.0,6.0,6.0,4.0,32.0,5.0,183.0,8.0,3.0,365.0,42.0,7.0,35.0,272.0,45.0,382.0,192.0,1.0,4.0,134.0,413.0,144.0,141.0,265.0,16.0,108.0,193.0,3.0,330.0,1.0
53.0,155.0,452.0,115.0,3.0,23.0,3.0,43.0,205.0,167.0,80.0,111.0,139.0,245.0,158.0,189.0,239.0,10.0,62.0,8.0,25.0,519.0,18.0,80.0,416.0,377.0,237.0,109.0,3.0,32.0
11.0,10.0,59.0,1.0,2.0,3.0,159.0,219.0,26.0,188.0,1.0,102.0,29.0,48.0,69.0,86.0,20.0,2.0,85.0,18.0,203.0,101.0,1.0,159.0,483.0,170.0,447.0,156.0,154.0,76.0,1.0,1.0,425.0,272.0,284.0,12.0,39.0,20.0
24.0,38.0,9.0,1.0,20.0,28.0,66.0,86.0,32.0,338.0,5.0,187.0,4.0,68.0,211.0,3.0,103.0,12.0,18.0,8.0,244.0,154.0,228.0,9.0,341.0,293.0,379.0,121.0,149.0,53.0,29.0,173.0,281.0,173.0,5.0,110.0,1.0
58.0,60.0,1.0,18.0,93.0,59.0,39.0,174.0,2.0,243.0,114.0,328.0,6.0,16.0,213.0,105.0,40.0,2.0,273.0,183.0,287.0,122.0,319.0,13.0,174.0,160.0,108.0,79.0,6.0,31.0,1.0,362.0,196.0,352.0
1.0,29.0,431.0,209.0,6.0,171.0,27.0,139.0,183.0,77.0,147.0,188.0,262.0,1.0,102.0,9.0,75.0,269.0,319.0,45.0,70.0,35.0,111.0,2.0,180.0,41.0,59.0,128.0,96.0,186.0,1.0,428.0,207.0
10.0,70.0,14.0,145.0,385.0,12.0,133.0,31.0,7.0,268.0,6.0,35.0,360.0,18.0,20.0,2.0,20.0,51.0,35.0,150.0,58.0,36.0,24.0,72.0,43.0,15.0,525.0,544.0,64.0,11.0,6.0,50.0,15.0,12.0,136.0,39.0,16.0,224.0,290.0,414.0,2.0
12.0,198.0,1.0,310.0,10.0,103.0,1.0,124.0,1.0,213.0,9.0,403.0,72.0,359.0,67.0,70.0,294.0,131.0,96.0,365.0,7.0,95.0,5.0,2.0,1.0,25.0,1.0,10.0,113.0,44.0,236.0,134.0,1.0,437.0,271.0,16.0,1.0
227.0,2.0,62.0,233.0,15.0,79.0,159.0,482.0,74.0,355.0,256.0,297.0,74.0,28.0,17.0,4.0,1.0,173.0,5.0,1.0,85.0,196.0,492.0,51.0,177.0,33.0,37.0,34.0,5.0,158.0,124.0,206.0,35.0
7.0,28.0,20.0,347.0,310.0,96.0,124.0,28.0,28.0,509.0,43.0,327.0,37.0,173.0,24.0,7.0,111.0,247.0,65.0,66.0,15.0,27.0,326.0,377.0,188.0,101.0,24.0,56.0,157.0,114.0,136.0,121.0,37.0,2.0
5.0,173.0,87.0,4.0,491.0,73.0,21.0,315.0,44.0,4.0,99.0,35.0,372.0,92.0,325.0,186.0,337.0,6.0,132.0,170.0,48.0,4.0,126.0,2.0,4.0,156.0,1.0,294.0,24.0,3.0,2.0,153.0,192.0,91.0,4.0,40.0,142.0
3.0,1.0,211.0,84.0,481.0,4.0,296.0,50.0,143.0,148.0,7.0,288.0,31.0,15.0,382.0,153.0,32.0,1.0,49.0,172.0,229.0,65.0,2.0,157.0,28.0,1.0,194.0,14.0,65.0,41.0,186.0,110.0,245.0,80.0,130.0,40.0
211.0,86.0,36.0,184.0,34.0,154.0,9.0,153.0,256.0,405.0,277.0,41.0,3.0,185.0,537.0,202.0,31.0,49.0,302.0,123.0,1.0,25.0,177.0,16.0,43.0,1.0,206.0,548.0
174.0,285.0,86.0,39.0,244.0,163.0,70.0,200.0,292.0,2.0,338.0,94.0,439.0,8.0,44.0,138.0,316.0,11.0,234.0,8.0,230.0,202.0,2.0,68.0,29.0,40.0,14.0,2.0,169.0,66.0,220.0,4.0,95.0,12.0,1.0
3.0,1.0,538.0,126.0,14.0,20.0,162.0,42.0,4.0,241.0,1.0,71.0,53.0,267.0,2.0,1.0,253.0,263.0,257.0,219.0,1.0,18.0,363.0,36.0,114.0,1.0,4.0,391.0,23.0,3.0,225.0,38.0,9.0,295.0,16.0,341.0,2.0
3.0,474.0,6.0,49.0,549.0,2.0,152.0,40.0,402.0,68.0,44.0,263.0,184.0,243.0,338.0,32.0,28.0,247.0,80.0,1.0,324.0,300.0,14.0,64.0,235.0,128.0
5.0,446.0,26.0,15.0,4.0,9.0,37.0,137.0,12.0,197.0,38.0,228.0,2.0,417.0,434.0,10.0,79.0,348.0,205.0,3.0,16.0,7.0,96.0,271.0,37.0,2.0,346.0,37.0,15.0,286.0,2.0,316.0,64.0,52.0,5.0,16.0
68.0,69.0,243.0,2.0,3.0,66.0,38.0,326.0,4.0,14.0,336.0,3.0,288.0,9.0,256.0,67.0,73.0,340.0,3.0,6.0,54.0,16.0,428.0,184.0,3.0,346.0,22.0,84.0,59.0,379.0,214.0,3.0,210.0,13.0
196.0,352.0,40.0,5.0,106.0,22.0,28.0,239.0,195.0,9.0,210.0,304.0,72.0,378.0,9.0,112.0,3.0,292.0,199.0,24.0,217.0,34.0,7.0,8.0,143.0,2.0,43.0,81.0,214.0,469.0,9.0,37.0
4.0,304.0,142.0,8.0,80.0,31.0,280.0,30.0,31.0,39.0,143.0,40.0,253.0,411.0,73.0,181.0,21.0,158.0,90.0,13.0,236.0,200.0,12.0,495.0,186.0,5.0,74.0,24.0,3.0,69.0,64.0,28.0,21.0,282.0,133.0,16.0,4.0,1.0
256.0,4.0,1.0,32.0,136.0,3.0,216.0,138.0,262.0,19.0,10.0,209.0,122.0,135.0,219.0,50.0,175.0,37.0,125.0,110.0,416.0,1.0,6.0,88.0,2.0,2.0,13.0,54.0,260.0,209.0,359.0,4.0,532.0
8.0,68.0,1.0,33.0,513.0,152.0,243.0,20.0,485.0,36.0,1.0,310.0,16.0,2.0,61.0,6.0,147.0,261.0,16.0,7.0,197.0,315.0,6.0,7.0,157.0,2.0,4.0,3.0,34.0,85.0,11.0,59.0,21.0,77.0,468.0,349.0,74.0
278.0,76.0,506.0,48.0,227.0,32.0,1.0,24.0,1.0,148.0,1.0,3.0,154.0,77.0,2.0,50.0,34.0,41.0,158.0,5.0,105.0,89.0,576.0,133.0,1.0,22.0,52.0,129.0,12.0,18.0,209.0,329.0,4.0,63.0,258.0,435.0
273.0,135.0,492.0,34.0,94.0,9.0,7.0,178.0,218.0,44.0,40.0,83.0,1.0,372.0,15.0,82.0,2.0,190.0,97.0,324.0,27.0,27.0,34.0,125.0,8.0,236.0,278.0,35.0,62.0,40.0,71.0,32.0,7.0,188.0,487.0
23.0,294.0,2.0,603.0,273.0,192.0,190.0,7.0,2.0,4.0,401.0,14.0,11.0,166.0,19.0,8.0,1.0,74.0,1.0,200.0,10.0,161.0,141.0,242.0,95.0,34.0,1.0,2.0,80.0,93.0,254.0,24.0,1.0,95.0,11.0,18.0,272.0,229.0
14.0,165.0,20.0,2.0,6.0,500.0,121.0,21.0,99.0,89.0,18.0,205.0,5.0,146.0,127.0,102.0,139.0,34.0,392.0,94.0,81.0,9.0,351.0,142.0,213.0,128.0,15.0,101.0,31.0,2.0,32.0,10.0,47.0,271.0,20.0,15.0,9.0,70.0,1.0,135.0,158.0
232.0,62.0,6.0,3.0,506.0,102.0,108.0,69.0,92.0,93.0,3.0,317.0,103.0,146.0,692.0,18.0,364.0,8.0,7.0,143.0,17.0,2.0,184.0,199.0,83.0,282.0,136.0,113.0,16.0,1.0,31.0,3.0,12.0,20.0,169.0,38.0,5.0
97.0,124.0,19.0,10.0,39.0,42.0,401.0,27.0,347.0,157.0,17.0,57.0,1.0,154.0,3.0,10.0,18.0,1.0,168.0,95.0,274.0,124.0,201.0,323.0,23.0,15.0,49.0,182.0,357.0,29.0,34.0,109.0,86.0,14.0,14.0,97.0,415.0,185.0
57.0,298.0,2.0,53.0,277.0,40.0,225.0,189.0,8.0,161.0,116.0,187.0,89.0,145.0,4.0,417.0,398.0,131.0,92.0,53.0,321.0,8.0,67.0,128.0,23.0,28.0,188.0,3.0,38.0,21.0,133.0,1.0,38.0,1.0,283.0,56.0,19.0
243.0,72.0,12.0,14.0,322.0,24.0,66.0,4.0,74.0,282.0,14.0,365.0,109.0,174.0,36.0,195.0,16.0,75.0,497.0,69.0,23.0,214.0,31.0,22.0,409.0,141.0,16.0,24.0,4.0,5.0,82.0,201.0,1.0,6.0,12.0,450.0
520.0,6.0,1.0,229.0,16.0,14.0,3.0,13.0,54.0,7.0,372.0,1.0,225.0,1.0,187.0,179.0,101.0,259.0,25.0,490.0,13.0,292.0,44.0,54.0,107.0,50.0,22.0,9.0,8.0,203.0,153.0,5.0,72.0,68.0,2.0,478.0,59.0
418.0,113.0,44.0,2.0,1.0,1.0,29.0,7.0,211.0,127.0,250.0,37.0,1.0,1.0,9.0,317.0,283.0,80.0,1.0,174.0,2.0,272.0,18.0,267.0,182.0,427.0,138.0,144.0,151.0,4.0,417.0,139.0
292.0,409.0,4.0,35.0,362.0,123.0,368.0,14.0,19.0,153.0,30.0,62.0,201.0,20.0,422.0,376.0,29.0,58.0,8.0,10.0,1.0,248.0,2.0,1.0,145.0,282.0,1.0,377.0,15.0,3.0,3.0,3.0,1.0,50.0,123.0,14.0
523.0,381.0,1.0,161.0,372.0,3.0,1.0,23.0,111.0,7.0,26.0,300.0,7.0,2.0,2.0,79.0,181.0,9.0,294.0,151.0,40.0,1.0,212.0,13.0,160.0,176.0,2.0,214.0,43.0,380.0,172.0,20.0,23.0,152.0
355.0,143.0,46.0,6.0,1.0,488.0,259.0,152.0,17.0,20.0,93.0,193.0,7.0,232.0,215.0,14.0,1.0,1.0,189.0,145.0,436.0,15.0,1.0,18.0,2.0,391.0,164.0,131.0,51.0,4.0,59.0,65.0,77.0,61.0,169.0,6.0,77.0
27.0,185.0,75.0,12.0,146.0,4.0,656.0,166.0,6.0,150.0,30.0,42.0,83.0,30.0,138.0,209.0,44.0,1.0,109.0,4.0,35.0,105.0,152.0,42.0,7.0,17.0,9.0,7.0,311.0,244.0,76.0,1.0,363.0,369.0,43.0,449.0,30.0,33.0
25.0,6.0,44.0,6.0,183.0,131.0,311.0,332.0,3.0,81.0,28.0,2.0,3.0,396.0,344.0,95.0,79.0,62.0,26.0,3.0,2.0,34.0,2.0,198.0,48.0,240.0,285.0,6.0,74.0,423.0,1.0,45.0,71.0,406.0,17.0,172.0,120.0
146.0,307.0,1.0,99.0,117.0,17.0,210.0,1.0,26.0,42.0,46.0,44.0,67.0,425.0,63.0,278.0,274.0,340.0,5.0,195.0,124.0,190.0,215.0,14.0,243.0,3.0,3.0,220.0,302.0,268.0,3.0,40.0,20.0
104.0,124.0,40.0,157.0,13.0,217.0,1.0,102.0,493.0,1.0,49.0,240.0,7.0,4.0,30.0,8.0,250.0,10.0,77.0,270.0,60.0,197.0,6.0,147.0,262.0,100.0,444.0,458.0,7.0,1.0,2.0,135.0,4.0,5.0,29.0,10.0,39.0,38.0,293.0,3.0
458.0,6.0,178.0,5.0,66.0,260.0,10.0,7.0,211.0,285.0,2.0,142.0,287.0,171.0,259.0,455.0,50.0,19.0,298.0,30.0,325.0,328.0,45.0,7.0,2.0,22.0,37.0,35.0,15.0,146.0,145.0,22.0
453.0,4.0,173.0,120.0,467.0,107.0,52.0,117.0,101.0,27.0,166.0,171.0,6.0,9.0,51.0,37.0,265.0,311.0,1.0,438.0,85.0,142.0,332.0,48.0,6.0,136.0,14.0,21.0,135.0,307.0,2.0,2.0,15.0,48.0
